,eventID ,case LoanGoal,case ApplicationType,case concept:name,case RequestedAmount,event Action,event org:resource,event concept:name,event EventOrigin,event EventID,event lifecycle:transition,event time:timestamp,day_of_week,hour,Position,next_event_time,time until next,minutes until next
756294,81600083656745,Car,New credit,Application_1001866944,10000.0,Deleted,User_87,W_Validate application,Workflow,Workitem_1686535660,ate_abort,2016-09-02 10:47:21.904,Friday,10,42,2016-09-02 10:47:21.909,0 days 00:00:00.005000,8.333333333333333e-05
756295,81600083656746,Car,New credit,Application_1001866944,10000.0,Created,User_87,W_Call incomplete files,Workflow,Workitem_1820381618,schedule,2016-09-02 10:47:21.909,Friday,10,43,2016-09-02 10:47:21.912,0 days 00:00:00.003000,5e-05
756296,81600083656747,Car,New credit,Application_1001866944,10000.0,Obtained,User_87,W_Call incomplete files,Workflow,Workitem_2043717441,start,2016-09-02 10:47:21.912,Friday,10,44,2016-09-02 10:47:21.913,0 days 00:00:00.001000,1.6666666666666667e-05
756297,81600083656748,Car,New credit,Application_1001866944,10000.0,statechange,User_87,A_Incomplete,Application,ApplState_640401963,complete,2016-09-02 10:47:21.913,Friday,10,45,2016-09-02 10:47:25.080,0 days 00:00:03.167000,0.05278333333333333
756298,81600083656749,Car,New credit,Application_1001866944,10000.0,Released,User_87,W_Call incomplete files,Workflow,Workitem_2088072814,suspend,2016-09-02 10:47:25.080,Friday,10,46,2016-09-03 11:51:35.893,1 days 01:04:10.813000,1504.1802166666666
760103,81600083656750,Car,New credit,Application_1001866944,10000.0,Obtained,User_47,W_Call incomplete files,Workflow,Workitem_1348698376,resume,2016-09-03 11:51:35.893,Saturday,11,47,2016-09-03 11:52:24.342,0 days 00:00:48.449000,0.8074833333333333
760105,81600083656751,Car,New credit,Application_1001866944,10000.0,Released,User_47,W_Call incomplete files,Workflow,Workitem_2040446676,suspend,2016-09-03 11:52:24.342,Saturday,11,48,2016-09-22 08:46:08.337,18 days 20:53:43.995000,27173.73325
831283,81600083656752,Car,New credit,Application_1001866944,10000.0,statechange,User_112,O_Accepted,Offer,OfferState_673440076,complete,2016-09-22 08:46:08.337,Thursday,8,49,2016-09-22 08:46:08.340,0 days 00:00:00.003000,5e-05
831284,81600083656753,Car,New credit,Application_1001866944,10000.0,statechange,User_112,A_Pending,Application,ApplState_457733472,complete,2016-09-22 08:46:08.340,Thursday,8,50,2016-09-22 08:46:08.342,0 days 00:00:00.002000,3.3333333333333335e-05
831285,81600083656754,Car,New credit,Application_1001866944,10000.0,Deleted,User_112,W_Call incomplete files,Workflow,Workitem_1971836719,ate_abort,2016-09-22 08:46:08.342,Thursday,8,51,2016-03-29 18:19:21.219,-177 days +09:33:12.877000,-254306.78538333334
238697,29394756173824,Home improvement,New credit,Application_1002013470,17000.0,Created,User_43,A_Create Application,Application,Application_1002013470,complete,2016-03-29 18:19:21.219,Tuesday,18,1,2016-03-29 18:19:21.228,0 days 00:00:00.009000,0.00015
238698,29394756173825,Home improvement,New credit,Application_1002013470,17000.0,Created,User_43,W_Complete application,Workflow,Workitem_2118909783,schedule,2016-03-29 18:19:21.228,Tuesday,18,2,2016-03-29 18:19:21.231,0 days 00:00:00.003000,5e-05
238699,29394756173826,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_43,W_Complete application,Workflow,Workitem_1963383469,start,2016-03-29 18:19:21.231,Tuesday,18,3,2016-03-29 18:19:21.234,0 days 00:00:00.003000,5e-05
238700,29394756173827,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_43,A_Concept,Application,ApplState_679024754,complete,2016-03-29 18:19:21.234,Tuesday,18,4,2016-03-29 18:24:35.490,0 days 00:05:14.256000,5.2376
238726,29394756173828,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_43,A_Accepted,Application,ApplState_1155228490,complete,2016-03-29 18:24:35.490,Tuesday,18,5,2016-03-29 18:27:20.564,0 days 00:02:45.074000,2.7512333333333334
238729,29394756173829,Home improvement,New credit,Application_1002013470,17000.0,Created,User_43,O_Create Offer,Offer,Offer_1701881328,complete,2016-03-29 18:27:20.564,Tuesday,18,6,2016-03-29 18:27:21.885,0 days 00:00:01.321000,0.022016666666666667
238730,29394756173830,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_43,O_Created,Offer,OfferState_2095572847,complete,2016-03-29 18:27:21.885,Tuesday,18,7,2016-03-29 18:31:44.424,0 days 00:04:22.539000,4.375649999999999
238735,29394756173831,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_43,O_Sent (mail and online),Offer,OfferState_1585744948,complete,2016-03-29 18:31:44.424,Tuesday,18,8,2016-03-29 18:31:44.443,0 days 00:00:00.019000,0.00031666666666666665
238736,29394756173832,Home improvement,New credit,Application_1002013470,17000.0,Deleted,User_43,W_Complete application,Workflow,Workitem_81220571,complete,2016-03-29 18:31:44.443,Tuesday,18,9,2016-03-29 18:31:44.452,0 days 00:00:00.009000,0.00015
238737,29394756173833,Home improvement,New credit,Application_1002013470,17000.0,Created,User_43,W_Call after offers,Workflow,Workitem_1163930424,schedule,2016-03-29 18:31:44.452,Tuesday,18,10,2016-03-29 18:31:44.454,0 days 00:00:00.002000,3.3333333333333335e-05
238738,29394756173834,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_43,W_Call after offers,Workflow,Workitem_1606888452,start,2016-03-29 18:31:44.454,Tuesday,18,11,2016-03-29 18:31:44.456,0 days 00:00:00.002000,3.3333333333333335e-05
238739,29394756173835,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_43,A_Complete,Application,ApplState_1403675343,complete,2016-03-29 18:31:44.456,Tuesday,18,12,2016-03-29 18:32:09.969,0 days 00:00:25.513000,0.4252166666666667
238742,29394756173836,Home improvement,New credit,Application_1002013470,17000.0,Released,User_43,W_Call after offers,Workflow,Workitem_2121593133,suspend,2016-03-29 18:32:09.969,Tuesday,18,13,2016-04-02 13:33:26.503,3 days 19:01:16.534000,5461.275566666666
250227,29394756173837,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_17,W_Call after offers,Workflow,Workitem_435236697,resume,2016-04-02 13:33:26.503,Saturday,13,14,2016-04-02 13:33:45.093,0 days 00:00:18.590000,0.30983333333333335
250229,29394756173838,Home improvement,New credit,Application_1002013470,17000.0,Released,User_17,W_Call after offers,Workflow,Workitem_289600024,suspend,2016-04-02 13:33:45.093,Saturday,13,15,2016-04-14 10:20:55.218,11 days 20:47:10.125000,17087.16875
284679,29394756173839,Home improvement,New credit,Application_1002013470,17000.0,Deleted,User_118,W_Call after offers,Workflow,Workitem_1150670083,ate_abort,2016-04-14 10:20:55.218,Thursday,10,16,2016-04-14 10:20:55.224,0 days 00:00:00.006000,0.0001
284680,29394756173840,Home improvement,New credit,Application_1002013470,17000.0,Created,User_118,W_Validate application,Workflow,Workitem_793238105,schedule,2016-04-14 10:20:55.224,Thursday,10,17,2016-04-14 10:20:55.226,0 days 00:00:00.002000,3.3333333333333335e-05
284681,29394756173841,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_118,W_Validate application,Workflow,Workitem_1618705191,start,2016-04-14 10:20:55.226,Thursday,10,18,2016-04-14 10:20:56.048,0 days 00:00:00.822000,0.013699999999999999
284682,29394756173842,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_118,A_Validating,Application,ApplState_1865326044,complete,2016-04-14 10:20:56.048,Thursday,10,19,2016-04-14 10:21:43.775,0 days 00:00:47.727000,0.79545
284689,29394756173843,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_118,O_Returned,Offer,OfferState_137631676,complete,2016-04-14 10:21:43.775,Thursday,10,20,2016-04-14 10:26:49.366,0 days 00:05:05.591000,5.093183333333333
284732,29394756173844,Home improvement,New credit,Application_1002013470,17000.0,Released,User_118,W_Validate application,Workflow,Workitem_1528693433,suspend,2016-04-14 10:26:49.366,Thursday,10,21,2016-04-18 15:52:05.131,4 days 05:25:15.765000,6085.26275
294991,29394756173845,Home improvement,New credit,Application_1002013470,17000.0,Deleted,User_115,W_Validate application,Workflow,Workitem_1917080016,ate_abort,2016-04-18 15:52:05.131,Monday,15,22,2016-04-18 15:52:05.143,0 days 00:00:00.012000,0.0002
294992,29394756173846,Home improvement,New credit,Application_1002013470,17000.0,Created,User_115,W_Call incomplete files,Workflow,Workitem_1674877005,schedule,2016-04-18 15:52:05.143,Monday,15,23,2016-04-18 15:52:05.146,0 days 00:00:00.003000,5e-05
294993,29394756173847,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_115,W_Call incomplete files,Workflow,Workitem_1999161862,start,2016-04-18 15:52:05.146,Monday,15,24,2016-04-18 15:52:05.149,0 days 00:00:00.003000,5e-05
294994,29394756173848,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_115,A_Incomplete,Application,ApplState_2068749870,complete,2016-04-18 15:52:05.149,Monday,15,25,2016-04-18 15:55:17.074,0 days 00:03:11.925000,3.19875
295012,29394756173849,Home improvement,New credit,Application_1002013470,17000.0,Released,User_115,W_Call incomplete files,Workflow,Workitem_643858042,suspend,2016-04-18 15:55:17.074,Monday,15,26,2016-04-18 19:20:11.133,0 days 03:24:54.059000,204.90098333333333
295763,29394756173850,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_18,W_Call incomplete files,Workflow,Workitem_1907610715,resume,2016-04-18 19:20:11.133,Monday,19,27,2016-04-18 19:21:26.490,0 days 00:01:15.357000,1.25595
295768,29394756173851,Home improvement,New credit,Application_1002013470,17000.0,Released,User_18,W_Call incomplete files,Workflow,Workitem_681560075,suspend,2016-04-18 19:21:26.490,Monday,19,28,2016-04-20 08:12:09.766,1 days 12:50:43.276000,2210.721266666667
299985,29394756173852,Home improvement,New credit,Application_1002013470,17000.0,Deleted,User_120,W_Call incomplete files,Workflow,Workitem_1513122868,ate_abort,2016-04-20 08:12:09.766,Wednesday,8,29,2016-04-20 08:12:09.776,0 days 00:00:00.010000,0.00016666666666666666
299986,29394756173853,Home improvement,New credit,Application_1002013470,17000.0,Created,User_120,W_Validate application,Workflow,Workitem_592535031,schedule,2016-04-20 08:12:09.776,Wednesday,8,30,2016-04-20 08:12:09.779,0 days 00:00:00.003000,5e-05
299987,29394756173854,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_120,W_Validate application,Workflow,Workitem_647475849,start,2016-04-20 08:12:09.779,Wednesday,8,31,2016-04-20 08:12:09.859,0 days 00:00:00.080000,0.0013333333333333333
299988,29394756173855,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_120,A_Validating,Application,ApplState_1914539010,complete,2016-04-20 08:12:09.859,Wednesday,8,32,2016-04-20 08:13:23.465,0 days 00:01:13.606000,1.2267666666666666
299989,29394756173856,Home improvement,New credit,Application_1002013470,17000.0,Released,User_120,W_Validate application,Workflow,Workitem_1121776386,suspend,2016-04-20 08:13:23.465,Wednesday,8,33,2016-04-20 13:31:51.213,0 days 05:18:27.748000,318.46246666666667
301503,29394756173857,Home improvement,New credit,Application_1002013470,17000.0,Obtained,User_115,W_Validate application,Workflow,Workitem_817060716,resume,2016-04-20 13:31:51.213,Wednesday,13,34,2016-04-20 13:32:11.248,0 days 00:00:20.035000,0.3339166666666667
301506,29394756173858,Home improvement,New credit,Application_1002013470,17000.0,Released,User_115,W_Validate application,Workflow,Workitem_770790496,suspend,2016-04-20 13:32:11.248,Wednesday,13,35,2016-04-20 14:38:03.988,0 days 01:05:52.740000,65.87899999999999
301901,29394756173859,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_101,A_Denied,Application,ApplState_2127838743,complete,2016-04-20 14:38:03.988,Wednesday,14,36,2016-04-20 14:38:04.099,0 days 00:00:00.111000,0.00185
301902,29394756173860,Home improvement,New credit,Application_1002013470,17000.0,statechange,User_101,O_Refused,Offer,OfferState_1289657329,complete,2016-04-20 14:38:04.099,Wednesday,14,37,2016-04-20 14:38:04.124,0 days 00:00:00.025000,0.0004166666666666667
301903,29394756173861,Home improvement,New credit,Application_1002013470,17000.0,Deleted,User_101,W_Validate application,Workflow,Workitem_1193545401,ate_abort,2016-04-20 14:38:04.124,Wednesday,14,38,2016-03-10 11:18:44.920,-42 days +20:40:40.796000,-59239.32006666667
183493,23184233463808,"Other, see explanation",New credit,Application_1002032547,10000.0,Created,User_1,A_Create Application,Application,Application_1002032547,complete,2016-03-10 11:18:44.920,Thursday,11,1,2016-03-10 11:18:45.022,0 days 00:00:00.102000,0.0017
183494,23184233463809,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_1,A_Submitted,Application,ApplState_990006383,complete,2016-03-10 11:18:45.022,Thursday,11,2,2016-03-10 11:18:45.438,0 days 00:00:00.416000,0.006933333333333333
183495,23184233463810,"Other, see explanation",New credit,Application_1002032547,10000.0,Created,User_1,W_Handle leads,Workflow,Workitem_758560892,schedule,2016-03-10 11:18:45.438,Thursday,11,3,2016-03-10 11:19:59.547,0 days 00:01:14.109000,1.23515
183515,23184233463811,"Other, see explanation",New credit,Application_1002032547,10000.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_366535322,withdraw,2016-03-10 11:19:59.547,Thursday,11,4,2016-03-10 11:19:59.556,0 days 00:00:00.009000,0.00015
183516,23184233463812,"Other, see explanation",New credit,Application_1002032547,10000.0,Created,User_1,W_Complete application,Workflow,Workitem_1480394818,schedule,2016-03-10 11:19:59.556,Thursday,11,5,2016-03-10 11:19:59.560,0 days 00:00:00.004000,6.666666666666667e-05
183517,23184233463813,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_1,A_Concept,Application,ApplState_229622237,complete,2016-03-10 11:19:59.560,Thursday,11,6,2016-03-11 10:21:07.630,0 days 23:01:08.070000,1381.1345000000001
186707,23184233463814,"Other, see explanation",New credit,Application_1002032547,10000.0,Obtained,User_41,W_Complete application,Workflow,Workitem_50765285,start,2016-03-11 10:21:07.630,Friday,10,7,2016-03-11 10:23:36.970,0 days 00:02:29.340000,2.489
186731,23184233463815,"Other, see explanation",New credit,Application_1002032547,10000.0,Released,User_41,W_Complete application,Workflow,Workitem_317597907,suspend,2016-03-11 10:23:36.970,Friday,10,8,2016-03-11 19:44:43.368,0 days 09:21:06.398000,561.1066333333333
189361,23184233463816,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_24,A_Accepted,Application,ApplState_256618900,complete,2016-03-11 19:44:43.368,Friday,19,9,2016-03-11 19:47:56.435,0 days 00:03:13.067000,3.2177833333333337
189372,23184233463817,"Other, see explanation",New credit,Application_1002032547,10000.0,Created,User_24,O_Create Offer,Offer,Offer_1711545180,complete,2016-03-11 19:47:56.435,Friday,19,10,2016-03-11 19:47:58.147,0 days 00:00:01.712000,0.028533333333333334
189373,23184233463818,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_24,O_Created,Offer,OfferState_1780213592,complete,2016-03-11 19:47:58.147,Friday,19,11,2016-03-11 19:48:54.080,0 days 00:00:55.933000,0.9322166666666667
189374,23184233463819,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_24,O_Sent (mail and online),Offer,OfferState_486851044,complete,2016-03-11 19:48:54.080,Friday,19,12,2016-03-11 19:48:54.135,0 days 00:00:00.055000,0.0009166666666666666
189375,23184233463820,"Other, see explanation",New credit,Application_1002032547,10000.0,Deleted,User_24,W_Complete application,Workflow,Workitem_2093293539,ate_abort,2016-03-11 19:48:54.135,Friday,19,13,2016-03-11 19:48:54.180,0 days 00:00:00.045000,0.00075
189376,23184233463821,"Other, see explanation",New credit,Application_1002032547,10000.0,Created,User_24,W_Call after offers,Workflow,Workitem_116654173,schedule,2016-03-11 19:48:54.180,Friday,19,14,2016-03-11 19:48:54.194,0 days 00:00:00.014000,0.00023333333333333333
189377,23184233463822,"Other, see explanation",New credit,Application_1002032547,10000.0,Obtained,User_24,W_Call after offers,Workflow,Workitem_748162436,start,2016-03-11 19:48:54.194,Friday,19,15,2016-03-11 19:48:54.221,0 days 00:00:00.027000,0.00045
189378,23184233463823,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_24,A_Complete,Application,ApplState_38839123,complete,2016-03-11 19:48:54.221,Friday,19,16,2016-03-11 19:49:51.241,0 days 00:00:57.020000,0.9503333333333334
189381,23184233463824,"Other, see explanation",New credit,Application_1002032547,10000.0,Released,User_24,W_Call after offers,Workflow,Workitem_840728459,suspend,2016-03-11 19:49:51.241,Friday,19,17,2016-03-15 10:18:03.924,3 days 14:28:12.683000,5188.211383333333
196887,23184233463825,"Other, see explanation",New credit,Application_1002032547,10000.0,Obtained,User_3,W_Call after offers,Workflow,Workitem_1423145496,resume,2016-03-15 10:18:03.924,Tuesday,10,18,2016-03-15 10:18:34.887,0 days 00:00:30.963000,0.51605
196894,23184233463826,"Other, see explanation",New credit,Application_1002032547,10000.0,Released,User_3,W_Call after offers,Workflow,Workitem_537536443,suspend,2016-03-15 10:18:34.887,Tuesday,10,19,2016-04-11 08:00:28.758,26 days 21:41:53.871000,38741.897849999994
272102,23184233463827,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_1,A_Cancelled,Application,ApplState_29899961,complete,2016-04-11 08:00:28.758,Monday,8,20,2016-04-11 08:00:28.840,0 days 00:00:00.082000,0.0013666666666666666
272103,23184233463828,"Other, see explanation",New credit,Application_1002032547,10000.0,statechange,User_1,O_Cancelled,Offer,OfferState_104429968,complete,2016-04-11 08:00:28.840,Monday,8,21,2016-04-11 08:00:28.853,0 days 00:00:00.013000,0.00021666666666666666
272104,23184233463829,"Other, see explanation",New credit,Application_1002032547,10000.0,Deleted,User_1,W_Call after offers,Workflow,Workitem_1245504585,ate_abort,2016-04-11 08:00:28.853,Monday,8,22,2016-02-24 07:52:17.709,-48 days +23:51:48.856000,-67688.18573333333
132661,17708150161408,Home improvement,New credit,Application_1002051388,30000.0,Created,User_1,A_Create Application,Application,Application_1002051388,complete,2016-02-24 07:52:17.709,Wednesday,7,1,2016-02-24 07:52:17.774,0 days 00:00:00.065000,0.0010833333333333333
132662,17708150161409,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_1,A_Submitted,Application,ApplState_292042066,complete,2016-02-24 07:52:17.774,Wednesday,7,2,2016-02-24 07:52:18.407,0 days 00:00:00.633000,0.01055
132663,17708150161410,Home improvement,New credit,Application_1002051388,30000.0,Created,User_1,W_Handle leads,Workflow,Workitem_1919736801,schedule,2016-02-24 07:52:18.407,Wednesday,7,3,2016-02-24 07:53:53.555,0 days 00:01:35.148000,1.5857999999999999
132665,17708150161411,Home improvement,New credit,Application_1002051388,30000.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_1740475065,withdraw,2016-02-24 07:53:53.555,Wednesday,7,4,2016-02-24 07:53:53.564,0 days 00:00:00.009000,0.00015
132666,17708150161412,Home improvement,New credit,Application_1002051388,30000.0,Created,User_1,W_Complete application,Workflow,Workitem_952656677,schedule,2016-02-24 07:53:53.564,Wednesday,7,5,2016-02-24 07:53:53.571,0 days 00:00:00.007000,0.00011666666666666667
132667,17708150161413,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_1,A_Concept,Application,ApplState_342981489,complete,2016-02-24 07:53:53.571,Wednesday,7,6,2016-02-24 11:05:34.611,0 days 03:11:41.040000,191.68400000000003
134093,17708150161414,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_35,W_Complete application,Workflow,Workitem_1043409363,start,2016-02-24 11:05:34.611,Wednesday,11,7,2016-02-24 11:06:36.014,0 days 00:01:01.403000,1.0233833333333333
134113,17708150161415,Home improvement,New credit,Application_1002051388,30000.0,Released,User_35,W_Complete application,Workflow,Workitem_1970257315,suspend,2016-02-24 11:06:36.014,Wednesday,11,8,2016-02-24 11:06:47.012,0 days 00:00:10.998000,0.1833
134118,17708150161416,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_35,W_Complete application,Workflow,Workitem_1113282286,resume,2016-02-24 11:06:47.012,Wednesday,11,9,2016-02-24 11:12:55.740,0 days 00:06:08.728000,6.145466666666667
134169,17708150161417,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_35,A_Accepted,Application,ApplState_1798877130,complete,2016-02-24 11:12:55.740,Wednesday,11,10,2016-02-24 11:18:46.969,0 days 00:05:51.229000,5.853816666666666
134248,17708150161418,Home improvement,New credit,Application_1002051388,30000.0,Created,User_35,O_Create Offer,Offer,Offer_1827018039,complete,2016-02-24 11:18:46.969,Wednesday,11,11,2016-02-24 11:18:48.249,0 days 00:00:01.280000,0.021333333333333333
134249,17708150161419,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_35,O_Created,Offer,OfferState_715087932,complete,2016-02-24 11:18:48.249,Wednesday,11,12,2016-02-24 11:19:01.141,0 days 00:00:12.892000,0.21486666666666665
134251,17708150161420,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_35,O_Sent (mail and online),Offer,OfferState_1662953626,complete,2016-02-24 11:19:01.141,Wednesday,11,13,2016-02-24 11:19:01.174,0 days 00:00:00.033000,0.00055
134252,17708150161421,Home improvement,New credit,Application_1002051388,30000.0,Deleted,User_35,W_Complete application,Workflow,Workitem_1945314461,complete,2016-02-24 11:19:01.174,Wednesday,11,14,2016-02-24 11:19:01.182,0 days 00:00:00.008000,0.00013333333333333334
134253,17708150161422,Home improvement,New credit,Application_1002051388,30000.0,Created,User_35,W_Call after offers,Workflow,Workitem_1755775130,schedule,2016-02-24 11:19:01.182,Wednesday,11,15,2016-02-24 11:19:01.186,0 days 00:00:00.004000,6.666666666666667e-05
134254,17708150161423,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_35,W_Call after offers,Workflow,Workitem_302312629,start,2016-02-24 11:19:01.186,Wednesday,11,16,2016-02-24 11:19:01.189,0 days 00:00:00.003000,5e-05
134255,17708150161424,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_35,A_Complete,Application,ApplState_1404828845,complete,2016-02-24 11:19:01.189,Wednesday,11,17,2016-02-24 11:24:04.841,0 days 00:05:03.652000,5.060866666666667
134293,17708150161425,Home improvement,New credit,Application_1002051388,30000.0,Released,User_35,W_Call after offers,Workflow,Workitem_1522395711,suspend,2016-02-24 11:24:04.841,Wednesday,11,18,2016-02-29 11:10:44.425,4 days 23:46:39.584000,7186.659733333333
147263,17708150161426,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_31,W_Call after offers,Workflow,Workitem_400270387,resume,2016-02-29 11:10:44.425,Monday,11,19,2016-02-29 11:11:07.430,0 days 00:00:23.005000,0.38341666666666663
147269,17708150161427,Home improvement,New credit,Application_1002051388,30000.0,Released,User_31,W_Call after offers,Workflow,Workitem_1250448525,suspend,2016-02-29 11:11:07.430,Monday,11,20,2016-03-10 12:07:56.715,10 days 00:56:49.285000,14456.821416666668
183761,17708150161428,Home improvement,New credit,Application_1002051388,30000.0,Deleted,User_119,W_Call after offers,Workflow,Workitem_2105239910,ate_abort,2016-03-10 12:07:56.715,Thursday,12,21,2016-03-10 12:07:56.748,0 days 00:00:00.033000,0.00055
183762,17708150161429,Home improvement,New credit,Application_1002051388,30000.0,Created,User_119,W_Validate application,Workflow,Workitem_340142949,schedule,2016-03-10 12:07:56.748,Thursday,12,22,2016-03-10 12:07:56.752,0 days 00:00:00.004000,6.666666666666667e-05
183763,17708150161430,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_119,W_Validate application,Workflow,Workitem_815059794,start,2016-03-10 12:07:56.752,Thursday,12,23,2016-03-10 12:07:58.789,0 days 00:00:02.037000,0.03395
183764,17708150161431,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_119,A_Validating,Application,ApplState_983503429,complete,2016-03-10 12:07:58.789,Thursday,12,24,2016-03-10 12:08:06.481,0 days 00:00:07.692000,0.1282
183765,17708150161432,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_119,O_Returned,Offer,OfferState_666784130,complete,2016-03-10 12:08:06.481,Thursday,12,25,2016-03-10 12:10:43.042,0 days 00:02:36.561000,2.60935
183770,17708150161433,Home improvement,New credit,Application_1002051388,30000.0,Released,User_119,W_Validate application,Workflow,Workitem_40324103,suspend,2016-03-10 12:10:43.042,Thursday,12,26,2016-03-15 07:09:29.463,4 days 18:58:46.421000,6898.773683333333
195919,17708150161434,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_87,W_Validate application,Workflow,Workitem_1240270516,resume,2016-03-15 07:09:29.463,Tuesday,7,27,2016-03-15 07:09:34.498,0 days 00:00:05.035000,0.08391666666666667
195920,17708150161435,Home improvement,New credit,Application_1002051388,30000.0,Released,User_87,W_Validate application,Workflow,Workitem_595159591,suspend,2016-03-15 07:09:34.498,Tuesday,7,28,2016-03-15 09:37:20.326,0 days 02:27:45.828000,147.7638
196501,17708150161436,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_68,W_Validate application,Workflow,Workitem_2146508284,resume,2016-03-15 09:37:20.326,Tuesday,9,29,2016-03-15 09:49:16.222,0 days 00:11:55.896000,11.9316
196579,17708150161437,Home improvement,New credit,Application_1002051388,30000.0,Released,User_68,W_Validate application,Workflow,Workitem_439954470,suspend,2016-03-15 09:49:16.222,Tuesday,9,30,2016-03-15 09:49:24.326,0 days 00:00:08.104000,0.13506666666666664
196580,17708150161438,Home improvement,New credit,Application_1002051388,30000.0,Obtained,User_68,W_Validate application,Workflow,Workitem_1689223861,resume,2016-03-15 09:49:24.326,Tuesday,9,31,2016-03-15 10:18:11.857,0 days 00:28:47.531000,28.792183333333334
196890,17708150161439,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_68,A_Denied,Application,ApplState_155010200,complete,2016-03-15 10:18:11.857,Tuesday,10,32,2016-03-15 10:18:11.916,0 days 00:00:00.059000,0.0009833333333333332
196891,17708150161440,Home improvement,New credit,Application_1002051388,30000.0,statechange,User_68,O_Refused,Offer,OfferState_1233785517,complete,2016-03-15 10:18:11.916,Tuesday,10,33,2016-03-15 10:18:12.001,0 days 00:00:00.085000,0.0014166666666666668
196892,17708150161441,Home improvement,New credit,Application_1002051388,30000.0,Deleted,User_68,W_Validate application,Workflow,Workitem_501917446,complete,2016-03-15 10:18:12.001,Tuesday,10,34,2016-09-09 20:35:15.785,178 days 10:17:03.784000,256937.06306666665
785297,91697551769600,Home improvement,New credit,Application_1002129113,30000.0,Created,User_1,A_Create Application,Application,Application_1002129113,complete,2016-09-09 20:35:15.785,Friday,20,1,2016-09-09 20:35:15.825,0 days 00:00:00.040000,0.0006666666666666666
785298,91697551769601,Home improvement,New credit,Application_1002129113,30000.0,statechange,User_1,A_Submitted,Application,ApplState_527646383,complete,2016-09-09 20:35:15.825,Friday,20,2,2016-09-09 20:35:16.254,0 days 00:00:00.429000,0.00715
785299,91697551769602,Home improvement,New credit,Application_1002129113,30000.0,Created,User_1,W_Handle leads,Workflow,Workitem_544952476,schedule,2016-09-09 20:35:16.254,Friday,20,3,2016-09-09 20:37:11.648,0 days 00:01:55.394000,1.9232333333333334
785314,91697551769603,Home improvement,New credit,Application_1002129113,30000.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_1221540862,withdraw,2016-09-09 20:37:11.648,Friday,20,4,2016-09-09 20:37:11.654,0 days 00:00:00.006000,0.0001
785315,91697551769604,Home improvement,New credit,Application_1002129113,30000.0,Created,User_1,W_Complete application,Workflow,Workitem_321204975,schedule,2016-09-09 20:37:11.654,Friday,20,5,2016-09-09 20:37:11.658,0 days 00:00:00.004000,6.666666666666667e-05
785316,91697551769605,Home improvement,New credit,Application_1002129113,30000.0,statechange,User_1,A_Concept,Application,ApplState_557328635,complete,2016-09-09 20:37:11.658,Friday,20,6,2016-09-10 12:19:15.622,0 days 15:42:03.964000,942.0660666666666
786634,91697551769606,Home improvement,New credit,Application_1002129113,30000.0,Obtained,User_49,W_Complete application,Workflow,Workitem_106685379,start,2016-09-10 12:19:15.622,Saturday,12,7,2016-09-10 12:22:19.938,0 days 00:03:04.316000,3.0719333333333334
